channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UCt-docC-KQi_OFn2MWQS_6A,5708,39764,7638524,297,24,Entertainment,medium,low,medium,1
UCt15AhNYruZaaHjeVzhnJ9w,6459,69526,31895129,140,24,Entertainment,high,low,medium,1
UCt2aU65HYZks4DuWFjLRfuA,3225,37821,4544965,139,28,Science & Technology,medium,low,medium,23
UCt2ewyemHezRfRvJxY2V-0g,202,22505,15403836,78,22,People & Blogs,high,low,medium,4
UCntW-S7s8LGTI_0M7nqjhgg,537,18760,950054,184,27,Education,low,low,medium,1
UCntgV6c71l84407sjuIRBhQ,51,1654,414140,39,22,People & Blogs,high,low,medium,1
UCnvZJxSwMlW6Swu0w7w2dAA,547,6520,499405,265,27,Education,low,low,medium,5
UCnw6jUU0KaCjgAiRsbuiCgg,55337,503411,157293430,6531,24,Entertainment,high,medium,high,8
UCnwcEa9319a-2Hehdm0jBsA,844,1619,31859,42,27,Education,high,low,medium,1
UCnxcay2hy-WZaDGcp8xFBPw,43857,261938,26411911,316,26,Howto & Style,high,low,high,10
UCnyRM-y_7x3dg_GxznOf7Qg,61552,250349,47038743,56,24,Entertainment,high,low,high,3
UCnzCsvoF5g8kctJDMUBlLGg,1397,23809,3027497,14,24,Entertainment,medium,low,medium,1
UCo07fumrTn1w4AxcU4j_uDw,371344,3183560,995387900,1040,10,Music,high,medium,high,23
UCo27bHgoHrS0pNinNWSAqdA,1347,6529,231919,152,27,Education,low,low,medium,1
UCo2GhuqNokzlFeDAyaU8oIg,204,3875,698622,38,22,People & Blogs,high,low,medium,1
UCo2H8I8_V4FUQPY6RgdNSYQ,937,13491,2563747,1410,24,Entertainment,medium,medium,medium,31
UCo7T_g7ewWFnUv4O1KUVpnQ,11186,99698,4042661,923,22,People & Blogs,medium,low,medium,14
UCo8jPKq-Ibbpurrq_f3J2iw,1022,12724,5248650,369,10,Music,medium,low,medium,4
UCo9NV_XmCjKqrxP5tcs8JxA,5,1775,132205,167,24,Entertainment,high,low,medium,1
UCo9QgwWCNEhDxL1gH-jxa8Q,9603,260066,58193466,318,27,Education,high,low,high,4
UCoA5LPDBNwELT7_aOkqDmCg,3490,26265,1135339,75,27,Education,medium,low,medium,1
UCoApoy23gWvbxI0UrsL7GFQ,149,18169,2002665,88,2,Autos & Vehicles,medium,low,medium,4
UCoCcwZ1V19oGggIbA0cjJow,5075,1502,124550,29,22,People & Blogs,high,low,medium,1
UCoEudf6fa0Gzg1SB3hGKCJg,95,4651,1015016,94,2,Autos & Vehicles,medium,low,medium,4
UCoFi9z1vaeyA_v9vA6UPQaw,26462,535282,115292838,229,24,Entertainment,high,low,high,36
UCoFkJH4s_Ho2RTNGLv62pzg,1849,32323,1399364,185,28,Science & Technology,medium,low,medium,7
UCoIt7giPajncVPinJChyHNw,1341,16544,801150,33,28,Science & Technology,low,low,medium,1
UCoKbJaenMAHtCGDCghwoRxg,25287,51323,4448486,458,24,Entertainment,medium,low,medium,9
UCoMZIP8XKPjAor9he4W4N3Q,2541,20950,2143454,481,10,Music,medium,low,medium,6
UCoP2DjaDPOtoki5uxvL9ewA,340,6080,629903,27,22,People & Blogs,low,low,medium,2
UCoqvM7X6L1TwjLpiINYC7ng,1896,21858,4727890,929,22,People & Blogs,medium,low,medium,20
UCor8PR65Sl_bj03sICmZFew,166,1664,89142,42,22,People & Blogs,high,low,medium,1
UCosOT_W3zANM8O9cSjB4lYA,149,2097,294646,582,22,People & Blogs,high,low,medium,36
UCosRIrqSZzB4fJHr2hVDryw,2782,64140,4283016,89,26,Howto & Style,medium,low,medium,2
UCou4AWHUjd3B3S1MApZpQDQ,17,3896,585111,73,24,Entertainment,high,low,medium,2
UCou7OR5DWWPXwr-nOOlyJjA,454,6244,2642391,70,10,Music,medium,low,medium,1
UCouaaxesRDAhtuxoyis2a6g,5326,24761,1293979,97,22,People & Blogs,medium,low,medium,1
UCouqSY3vYjHFkYe33ra_GeQ,1245,1624,325472,6,22,People & Blogs,high,low,medium,2
UCov-oHh3OVrS2tTLBDemrRQ,4818,61614,2539005,342,27,Education,medium,low,medium,12
UCoxARBUqsDKXLcx18gTCzCQ,14760,141986,19760132,325,24,Entertainment,high,low,high,6
UCoxB4OnBY2y_xxBdPPAWt4Q,55632,466923,64615375,165,22,People & Blogs,high,low,high,2
UCozH1dHSCNzZ9FiKGOHOWsA,67862,922558,387556275,10668,24,Entertainment,high,high,high,120
UCp-k_-14nyh_f56oLy0-xeA,29506,151230,11042257,255,22,People & Blogs,high,low,high,1
UCp07tJW_fEGcg-16LMh280w,82344,824724,86077734,410,24,Entertainment,high,low,high,1
UCp0K37PCxARukY2IfBtRMLQ,2255,75516,5591806,272,28,Science & Technology,medium,low,medium,4
UCp0PDmU9L_rqiD4nDH-P2Tg,144052,1894803,362215839,10588,26,Howto & Style,high,high,high,6
UCp0j7yHJQU9p8DDzcybdiaQ,1121,12569,1642718,179,24,Entertainment,medium,low,medium,16
UCp0sG8kc8omhBU1tEHfFkPg,-1765,1782,288284,92,26,Howto & Style,high,low,medium,6
UCp57W-eQjbYUPJuTMEfbf1Q,106226,173325,8751768,43,22,People & Blogs,medium,low,high,6
UCp6A64pBZYGIrHg2cOvtTSQ,67257,268057,37019391,595,10,Music,high,low,high,10
UCp6qaekRmI9OqLNjbamB6Aw,2404,76581,35658240,148,24,Entertainment,high,low,medium,6
UCp8WoMOdQrSSPAJmQTGbNTw,241387,1088270,528873862,685,24,Entertainment,high,low,high,55
UCp8oizUsGB_ih6o7ixs1-_g,13,3226,642514,139,10,Music,high,low,medium,4
UCp9vZY-TPkILxojfYiKS1sg,1940,45671,6443988,368,24,Entertainment,medium,low,medium,1
UCpBq2LkWcGc4nrVnbOhuPuw,2518,18639,612914,35,26,Howto & Style,low,low,medium,2
UCpCEOhK7cQvS--YTVLMbiZQ,2957,48983,3716378,6,27,Education,medium,low,medium,1
UCpCO3Oe2nlwJqDZ2eaaxL9Q,13152,47848,8745427,625,22,People & Blogs,medium,low,medium,4
UCpCWa9f5_J3PqY-_Lg-_QfQ,292715,1890934,305031063,78,24,Entertainment,high,low,high,16
UCpD9St5YVNxugY53FgqVMtw,27,9753,7457064,181,22,People & Blogs,medium,low,medium,28
UCpEY7C0wBxXEJQqvRAKmw4g,59212,320970,37051342,797,2,Autos & Vehicles,high,low,high,2
UCpEhnqL0y41EpW2TvWAHD7Q,2945814,39214291,27098699416,28139,24,Entertainment,high,high,high,637
UCpF1JHDWGyYkMdo7RgTTOYA,40881,504446,3453679,20,25,News & Politics,medium,low,high,2
UCpI2kEydi_-RtuvCVvywk2Q,4802,20336,2681465,46,10,Music,medium,low,medium,1
UCpIrCvsiEY3eA7reooSWsFg,20064,252880,16798348,82,22,People & Blogs,high,low,high,4
UCpJjVdT9YOY0IXMLgiGQR6g,152,7923,962563,107,22,People & Blogs,low,low,medium,1
UCpKOodz54O8VQdcDgGvf0Mg,459,6759,992404,8246,25,News & Politics,low,medium,medium,144
UCpKn-ZP-GcxYUzfG-uRkhmA,1054,57684,5795616,330,28,Science & Technology,medium,low,medium,14
UCpLEtz3H0jSfEneSdf1YKnw,807,15838,3968918,1331,25,News & Politics,medium,medium,medium,23
UCpM8Oyu8QA9VoBGmPOSknBQ,55067,46258,8509460,18,10,Music,medium,low,medium,1
UCpMDB1DblReW_tXYNgRzDYg,256,4178,245981,163,27,Education,low,low,medium,10
UCpNxW85WPpBqtWtISOy3vgA,138,3368,10290211,1728,20,Gaming,high,medium,medium,19
UCpO-6n4epEnK-UVG-KLRSqA,26963,625612,152310562,717,26,Howto & Style,high,low,high,1
UCpO4dk13_6xE63mn7SI-7Mg,59638,306193,76519059,4902,24,Entertainment,high,medium,high,2
UCpOuMAhONZi_pQVDZoWwREA,5729,20545,4703020,479,2,Autos & Vehicles,medium,low,medium,1
UCpPDReZRDINSKyrmQHYIxKg,32531,344008,169538756,736,10,Music,high,low,high,2
UCpQurDees7dq09QYv9NYpSg,131,1988,337388,19,27,Education,high,low,medium,2
UCpR3ulZyQPLJjyMDnA8g_Ow,222,4067,245713,141,22,People & Blogs,low,low,medium,2
UCpRhcyXGAESWw91jBDrOPqA,362,6568,1097291,347,26,Howto & Style,medium,low,medium,4
UCpSjbJ949FfdcsnovQnb2xg,586,6301,811918,127,27,Education,low,low,medium,15
UCpYMW3K7c2FaoIauNWzJr3w,4554,78784,30115844,2191,25,News & Politics,high,medium,medium,38
UCt444VOUi5rn4U4yV21u9PA,186335,1466306,204880794,44,25,News & Politics,high,low,high,6
UCt49Dn1vPCDobIimDOKeSog,78995,1014963,29696955,702,27,Education,high,low,high,2
UCt4pGsEsc_TDXDx0iRStdCg,70639,242420,29814424,23,26,Howto & Style,high,low,high,2
UCt6Kxbg_IcqrNcHPu9g-y0A,9416,210024,37444566,751,25,News & Politics,high,low,high,1
UCt6QjiI7PaXHLHQJGpTpZpA,16345,106506,4927883,284,27,Education,medium,low,high,87
UCt7_pnSRPKU3bu2GqmgH8gQ,311627,2928962,750964123,647,1,Film & Animation,high,low,high,18
UCt8StdZk-w3u4fA0HgtDZVQ,14530,99730,35719500,1521,19,Travel & Events,high,medium,medium,10
UCtBSKcInlcMv8nytAit72OA,1363,46923,17709664,2824,24,Entertainment,high,medium,medium,107
UCtB_aACPCviwLVW2VFHTRVQ,7029,111705,7990311,234,27,Education,medium,low,high,2
UCtB_fmJ73llhGZHwKT3koXg,117,1431,260938,87,10,Music,high,low,medium,1
UCtBllAPFDA8uta3v1bRtIcg,5575,51307,7938094,253,23,Comedy,medium,low,medium,1
UCtBp5FUvxIQV-3Dn4K_43-A,12578,248569,7104276,37,27,Education,medium,low,high,5
UCtCH96LBdX7u1UNZA68vUuA,3988,4089,143509,53,27,Education,low,low,medium,3
UCtFP7MJcYVwtY6McH2OoTFA,17076,12605,2417279,103,23,Comedy,medium,low,medium,1
UCtFSeQTTjc9w_t9EycG4gPA,84133,924112,69386043,161,22,People & Blogs,high,low,high,2
UCtGEFJuskvBiE7vVtw1OZxw,257,40687,7550963,113,24,Entertainment,medium,low,medium,6
UCtJS6cfkZ2AOQ1b4qOtS-Pw,1798,20109,3921107,206,10,Music,medium,low,medium,1
UCtK-nd3rPl_eLeMappMWcWw,4879,33801,3873233,372,22,People & Blogs,medium,low,medium,40
UCtKAQhsa1D_zKbc3yZmwARQ,19996,148316,9638939,709,27,Education,medium,low,high,1
UCtL56dyZTsLPIDPjUCq27LA,199,3145,312510,53,26,Howto & Style,high,low,medium,1
UCtLxjLVNwRVhYh7dkjLgcAw,2664,30249,4045694,869,22,People & Blogs,medium,low,medium,1
UCtMM01GAk5qJGfZfiXporDw,374,16396,7883508,493,24,Entertainment,medium,low,medium,1
UCtMzmAmF_zS3ryeADetzzKg,22076,348333,89471634,2595,10,Music,high,medium,high,11
UCtOirv6sc1gWMCBye2gzkhw,31562,154836,39785177,241,22,People & Blogs,high,low,high,1
UCtOtxtYIZ_e3oaK1HnLXdLg,18374,201813,82696908,1678,10,Music,high,medium,high,50
UCtQZONIQ-sXeAwGS7--CDuw,1971,7693,2021378,965,25,News & Politics,medium,low,medium,25
UCtRpqOHECdSdCXAKhidLvew,1773,6269,285820,130,24,Entertainment,low,low,medium,1
UCtU0xDbEuo-OFQw7toqAOSw,71330,584434,220676411,318,1,Film & Animation,high,low,high,1
UCtUQFNcOL-1JXvk6D577mgg,8367,68125,2218450,1,22,People & Blogs,medium,low,medium,1
UCtVA_FlmxkepVWQlCMO7g5w,6482,94756,7251956,560,27,Education,medium,low,medium,56
UCtWQeFHgkmIrzIfxzMMnpLg,1329,5224,1698082,331,22,People & Blogs,medium,low,medium,36
UCtXDwomPAn9C_w1wyHvhcUw,609,6828,634006,182,27,Education,low,low,medium,4
UCtXsXYmul_rK4EvqKB7Hrlw,2467,16875,726996,67,25,News & Politics,low,low,medium,1
UCtZ1Pm42gx7yCSqR9w77Kew,13295,172118,9968957,427,20,Gaming,medium,low,high,46
UCtZJ2SlsF0d3WYP8JPljbxg,6079,74498,14584057,15069,25,News & Politics,high,high,medium,1
UCt_NL5E_8-ma9qCrZT1-p7Q,32745,287120,141177733,954,1,Film & Animation,high,low,high,108
UCtb22Cci7Yxrw6rECL10rZQ,660,5316,3696590,57,1,Film & Animation,medium,low,medium,3
UCtd3ebNnd8ScjF75FMcXiEw,6885,84000,22978614,492,1,Film & Animation,high,low,medium,1
UCtfEAMLE4kLFvr96M_iMwLA,8653,335117,15940459,66,10,Music,high,low,high,16
UCtfTMQdUb8UxrmZ3_XqZ7BA,91,2302,58400,9,10,Music,high,low,medium,2
UCtg0me6GoRdRSUlUQX1DFOQ,23827,368923,24371501,54,23,Comedy,high,low,high,2
UCthN3CTgZY0WIE9A5u1Qcew,7530,32666,1182598,95,27,Education,medium,low,medium,2
UCtiS9ar4X_ZBxYVFYC5kxDA,874,16887,4468503,46,24,Entertainment,medium,low,medium,1
UCticaNjYGCpYXyo4BxM3RWQ,138002,2116728,566643152,254,10,Music,high,low,high,6
UCtih0lhfFp68VNvToZFrmKg,330,6463,573778,92,27,Education,low,low,medium,2
UCtlKtzqGvKAXDRSxzweic-w,26366,714244,306702993,7406,24,Entertainment,high,medium,high,186
UCtlOBrA93cytbIp0YzX_0YA,28610,331074,83897363,22311,24,Entertainment,high,high,high,5
UCtlSh5h6hfwgrzAVG0OLKWg,286,12047,5398049,314,24,Entertainment,medium,low,medium,1
UCtmJDTw7G0ExgAzZTbmeTcw,31609,461819,16764611,82,28,Science & Technology,high,low,high,6
UCtnH_KuQmKc8xtYRDFRVrcg,464,4636,507147,47,28,Science & Technology,low,low,medium,2
UCtnXZZJgSMLEBNwX-_eQdlg,274,2183,124359,43,22,People & Blogs,high,low,medium,1
UCtoqiuus8_aggFSjKtfUPGA,54,1391,237499,106,26,Howto & Style,high,low,medium,1
UCtpMi7ZZbMgwuz57HgsEymg,78397,497094,42147169,76,24,Entertainment,high,low,high,8
UCtqJlnJApltJBgfkq8j_KuA,85289,720188,52351994,598,28,Science & Technology,high,low,high,8
UCtqdSz5CipwiuW_EuiGU_AA,10490,198033,91296338,933,22,People & Blogs,high,low,high,2
UCtrZ2EYLdLVR9G1eKCfN4pg,5938,13632,1014342,674,25,News & Politics,medium,low,medium,1
UCoPy1z1GLXWkbwDlyLVboqA,175,1413,101920,120,10,Music,high,low,medium,1
UCoQpkHHHw1d113G6y2FN_Jw,231,7854,1034977,158,25,News & Politics,medium,low,medium,20
UCoR_-Ab48Wt9scOt611nGpA,50118,204267,24212603,213,24,Entertainment,high,low,high,2
UCoRpKmC6a-DdEa1ohxlCgUA,9354,115361,35193878,41419,25,News & Politics,high,high,high,2
UCoT21hKtBz4yoWAfqGOSI-w,3158,14153,465589,131,19,Travel & Events,low,low,medium,1
UCoTuyGl8YKAqQqtbCFKieaA,39315,287317,80911035,257,23,Comedy,high,low,high,2
UCoVOC1Has6ZPEyzu9F3MD_A,28,10443,2417995,52,24,Entertainment,medium,low,medium,2
UCoVQEVZNBeIyT2hraFv47VA,3536,7285,243259,25,24,Entertainment,low,low,medium,1
UCoVVyUViJ3mfaEKVjAJSnVA,611,2029,106371,104,22,People & Blogs,high,low,medium,1
UCoXkSUe6C7y5FzZySgzm3Xg,6858,64667,6955357,27,27,Education,medium,low,medium,10
UCo_IpmchCzJu8MkeqWfwfhg,1480,19111,1752573,150,27,Education,medium,low,medium,3
UCobgOt3poNKlml3Y5TnVU8Q,50047,907892,155465499,507,27,Education,high,low,high,3
UCohJ6HKxYMk4Q0o9OMlG1og,3159,77795,13019814,330,20,Gaming,high,low,medium,2
UCokMCTbOSnbXUfmP5u3q1ww,33160,158258,3751301,174,28,Science & Technology,medium,low,high,4
UCokf4DsWFx3RIzJl5GEbXNA,865,6251,336095,151,22,People & Blogs,low,low,medium,1
UColHZQo6U73vR7bjiekMIsA,218,3079,420235,40,2,Autos & Vehicles,high,low,medium,1
UCom9PWtjS2dpgGaWZ_OokRw,30022,7485,218202,3,22,People & Blogs,low,low,medium,1
UComSgb3R4SK-2CPa8wB4Z3g,513,7681,1504919,108,10,Music,medium,low,medium,1
UConSdJ9U-6VjECfCFCKWHlQ,833,2832,152188,110,10,Music,high,low,medium,1
UCoojGc6-CmBNKInUiy6iCIQ,16,1458,843833,24,10,Music,high,low,medium,1
UCookxL19DKXAIIyrh6_3BfA,26,10716,4310487,15,24,Entertainment,medium,low,medium,1
UCop-hrU9Dz1zOaGCH88NEsw,21971,161253,8206354,655,27,Education,medium,low,high,11
UCoqY3rVwWvLZV_ETTbwVo5Q,66,12013,79139,77,24,Entertainment,low,low,medium,2
UCordp1v1ozypyOWCsGqBbKw,4140,41445,6801359,58,24,Entertainment,medium,low,medium,13
UCosxTwx5MKy_55Tgxy0-Idw,6,1866,4144,20,24,Entertainment,medium,low,medium,1
UCouQSC658Z5cNrZoqvsXLaw,1791,8524,3121860,89,22,People & Blogs,medium,low,medium,3
UCovoACBogNKh5MGxqdS8zew,61282,388906,54030212,1306,26,Howto & Style,high,medium,high,4
UCoy3dQzEdq1y2zMnT4pdj3Q,438820,5683536,3911764704,18520,24,Entertainment,high,high,high,128
UCoyno8O6wVB5enLafVs4ALA,490,4795,155723,19,22,People & Blogs,low,low,medium,1
UCp-w5OHoPk7nb3uVqifKCRQ,33999,70532,3346411,88,15,Pets & Animals,medium,low,medium,1
UCp0DJgIDvZ-yzGyPUEzEURA,4148,212835,14750964,324,28,Science & Technology,high,low,high,10
UCp0xN4qQ_vzQgLXE9MIHENQ,59281,667912,33498824,813,27,Education,high,low,high,4
UCp4BJYwhtauGqEttcxI2pbw,5240,69850,15082339,1160,1,Film & Animation,high,medium,medium,31
UCp55ouBa9yY5IzM67RDXGhw,40251,256218,35399008,170,22,People & Blogs,high,low,high,2
UCp5_5-EEEVhqz09GUu6J2MQ,109588,394723,92505012,28,24,Entertainment,high,low,high,3
UCp8QtnEQcftnc7R-VZAEUDg,61345,227357,7193684,7,24,Entertainment,medium,low,high,4
UCp8e7jWlH8ZB7hXVW6UZoGQ,403,4026,789284,62,22,People & Blogs,low,low,medium,2
UCp9-f3_sPd-txyTeUJO6kvA,8408,634446,70755721,270,27,Education,high,low,high,1
UCp9E2xr3-Y3SjqUt7hsLw4w,7943,150548,38188106,231,26,Howto & Style,high,low,high,1
UCp9TZ2gBhkJjjRwuUvV-sSg,4938,148098,42841015,806,28,Science & Technology,high,low,high,1
UCp9WFoGslccutw_sFRxt3gg,3395,26795,5859491,229,10,Music,medium,low,medium,24
UCpase5Fp-4scs32SSApRlyg,24565,97970,9626352,220,24,Entertainment,medium,low,medium,1
UCpbkVL6B4f8MMVFKtKFWGYA,921,24236,7901669,133,28,Science & Technology,medium,low,medium,2
UCpbxgcW_A1Tv8oHRpdt0jSg,417,7325,478923,160,22,People & Blogs,low,low,medium,1
UCpdl5cd7soRRMOXYjK3Opsg,946,21405,5583047,347,1,Film & Animation,medium,low,medium,1
UCpfCTE-TfX5rKx6UzGGnCFQ,364,272172,181490654,214,1,Film & Animation,high,low,high,1
UCpgNcVasyNnfN9IXipiY8RA,35670,275034,103912563,110,1,Film & Animation,high,low,high,2
UCph5K8lNAT6vLjZsvPZUPyg,825,10387,1869602,1107,26,Howto & Style,medium,medium,medium,1
UCpheuWR-kOSxhS0DlREjknQ,732,2887,651772,47,10,Music,high,low,medium,1
UCpnoqH5784Ux9hXoPShn6DA,13538,103021,26195703,136,10,Music,high,low,high,1
UCpoQ5NIvZcYJIBiYoaNM99Q,1010,135933,12381072,54,22,People & Blogs,high,low,high,1
UCpqQMLaFYmxNWNJ8UQVCWCA,12122,63672,17352400,536,10,Music,high,low,medium,6
UCpt93feDCVAGZ68e9FO130Q,526,74001,2465593,37,24,Entertainment,medium,low,medium,1
UCpuG4zsXSjSQ0h8bEgWwRKw,6773,89954,19933862,68,10,Music,high,low,medium,1
UCpw5302DHQyrwDMI7bCnoHw,22818,155693,4276305,61,27,Education,medium,low,high,3
UCpw_Os-H01SuGbLmPeB2omA,2005,2011,159448,227,22,People & Blogs,high,low,medium,1
UCpx2_9MGgyY8TY4HdB2i6Og,20043,137749,12265915,473,24,Entertainment,high,low,high,1
UCpxLGW1edzA40yFGjxCfdrw,37,1478,1620219,203,22,People & Blogs,high,low,medium,2
UCpyQEyXBJbLvyUuwW_T-Vug,350,4657,326257,46,19,Travel & Events,low,low,medium,3
UCpyc1eTpM1cA3P0ZWym4clw,8572,93447,16698783,1410,27,Education,high,medium,medium,49
UCpyti_LcF_J6k0nsiaMXiOw,104,14522,4144084,21,24,Entertainment,medium,low,medium,1
UCpz8LUC2R9B9ea7rYo7z3Qw,96,8012,867458,102,24,Entertainment,low,low,medium,1
UCpzcVia-DTcVDF9-B06F-eA,691,14084,1674998,56,10,Music,medium,low,medium,7
UCpzsmNuUEmod64DGgBDPO-Q,114997,378428,104852308,13495,25,News & Politics,high,high,high,212
UCq-Fj5jknLsUf-MWSy4_brA,6700586,79477285,58201232495,12990,10,Music,high,high,high,734
UCq18NrFkKFu8Ok44z7Og3dg,28325,450043,146945341,199,23,Comedy,high,low,high,14
UCq1dPRJPbEE-Jp4vMOQ5diw,1191,4272,333809,81,26,Howto & Style,low,low,medium,4
UCq21xjyjN8loieYxADTPQLQ,20484,262616,87290885,10595,10,Music,high,high,high,183
UCq2f2CXdCL7A0tGQ_yiDQlA,2253,9483,874391,432,20,Gaming,low,low,medium,7
UCq3wjwPHtWGYHQ9xpvgZ6zA,4343,69226,8113353,19,28,Science & Technology,medium,low,medium,3
UCq6Mlgu_6rAwMhkuIk2lGrQ,859,53090,6945563,214,28,Science & Technology,medium,low,medium,1
UCq6bRxXcPrjKmn9dCvWBjQw,48,2171,770143,282,19,Travel & Events,high,low,medium,4
UCq6f9bBWaWTHl0FhH167RgA,62735,405859,208441450,585,24,Entertainment,high,low,high,12
UCq7fWV93f4cnmolCf_AuP5Q,497,2127,372485,58,20,Gaming,high,low,medium,21
UCq8dmBMtXBC2IStGS0Lx8wQ,768,13737,4483052,1254,25,News & Politics,medium,medium,medium,141
UCqA2ZPcBYbWqmKU3iFX2KwA,25839,368182,92212474,480,19,Travel & Events,high,low,high,61
UCqC0M4xWVdz8vAg7tmWwBzQ,6913,22306,616722,213,27,Education,low,low,medium,12
UCqD7C-bA_Kzm3SMn7P-92-A,3523,145910,19611844,420,10,Music,high,low,high,2
UCqDCClRYr6JQezq8I-qi6gQ,1020,22125,4259553,24,24,Entertainment,medium,low,medium,1
UCqEKaXofF0zSYsxzR7-_nrQ,11944,38996,4247376,64,10,Music,medium,low,medium,1
UCqF764DNVEh5j-KGGzT3thg,29133,88169,4360529,392,27,Education,medium,low,medium,1
UCqF90dnM2I1nu_0Dj0amXlA,4301,48995,10385746,346,24,Entertainment,high,low,medium,4
UCqFI7KN68m4aXjAd_2zJkKA,413,5779,325019,110,22,People & Blogs,low,low,medium,17
UCqFXGZ1k1HXV7knVOCo0jKw,-24072,24077,17252261,168,22,People & Blogs,high,low,medium,1
UCqGK3YRYXWHGG71Dmc54viA,8034,177434,36708641,188,26,Howto & Style,high,low,high,26
UCqIiBz1lM0thz1HW95HnsYA,718,40677,1161542,155,1,Film & Animation,medium,low,medium,1
UCqIx5jxq63Z5ZMg-cUYdWTw,21156,11990,746456,50,22,People & Blogs,low,low,medium,2
UCqK9GsBwS-1ZMNEbR58QpNA,9132,55032,11176007,172,24,Entertainment,high,low,medium,40
UCqLMfxpe2d0q0ec_G_o_UfQ,-3233,3281,50094,23,22,People & Blogs,high,low,medium,1
UCqNE2ghl1s4u8GoPXPPyadA,1323,19245,5370916,128,27,Education,medium,low,medium,2
UCtthOuWVQ7U4XB8uM96gbaQ,2836,50486,36016919,27,24,Entertainment,high,low,medium,1
UCtuVG-cRWPosl_GuYLFtG5g,2094,48117,16450485,391,19,Travel & Events,high,low,medium,1
UCtwzx1Q8-3e-3OEcpH_dfOA,21796,81129,7389531,663,20,Gaming,medium,low,medium,19
UCtxisaEV5NbHtK0RO0dEN-w,247,13821,1687336,880,27,Education,medium,low,medium,1
UCtyeuk522KopgsAomTu5JcQ,15469,221130,18942713,402,26,Howto & Style,high,low,high,2
UCtz38ITQ5cLu_pQmj93uh_Q,255,9870,5513439,713,19,Travel & Events,medium,low,medium,3
UCtz9FLnr_blQ7JOeSnAJKQA,68784,1633180,65977274,65,27,Education,high,low,high,17
UCu-OJ4VzGQwEGxKZzQvD7BA,66,2702,325677,192,22,People & Blogs,high,low,medium,2
UCu-e3A3wCqYJwBoWMSCV_-A,16767,81489,31105547,1125,24,Entertainment,high,medium,medium,56
UCu1aSs2qmjySrt_HkEmblvQ,33936,438428,47725005,192,23,Comedy,high,low,high,26
UCu2KiaoImVt9ODMU9s3SObw,54,1454,176848,15,10,Music,high,low,medium,1
UCu3nn0-MT3Pb-ltjdP0L1gA,162489,642087,190437174,410,10,Music,high,low,high,1
UCu6Wknbta3vluQsyikETYrA,181,3901,1058630,181,27,Education,high,low,medium,7
UCu9sHnA_BQ2gHXNTcquocMw,669,58237,18892603,1127,28,Science & Technology,high,medium,medium,16
UCuA7D50hw4nSgOq5_B6aGuA,16399,289779,29329010,170,26,Howto & Style,high,low,high,3
UCuB7zkQVpcPKzHYJn45vM9w,276529,4350513,1436723666,8776,10,Music,high,medium,high,133
UCuBL-kKDvDtg4HFjuG7u4gw,476,29640,2163554,282,22,People & Blogs,medium,low,medium,7
UCuBu1ax4IkB4xUsqq1MTuAw,40772,279595,26757648,40,28,Science & Technology,high,low,high,2
UCuCWli4e40zsGrYRU2m1wBg,232,8306,1208900,60,10,Music,medium,low,medium,4
UCuEJKdX8ppFvq5SOXIfE_4Q,709,4925,1098539,113,22,People & Blogs,medium,low,medium,2
UCuEXSarnH_gxLb_zDv61sFA,-35,17290,2537,10,22,People & Blogs,low,low,medium,2
UCuFmXpKckUKZdHYKPXzWNHQ,2336,10597,487922,211,20,Gaming,low,low,medium,1
UCuGmN3DEqsmr1-feWLi0GIg,807,7990,965189,1271,22,People & Blogs,low,medium,medium,3
UCuH-bjtHaPUdJ9qqYGfssTQ,66344,905850,592309189,44745,24,Entertainment,high,high,high,125
UCuHdudvM214T2iouH94kN7w,23925,43921,1481434,305,25,News & Politics,medium,low,medium,12
UCuHfrA-vizJoIC-8VbWidCA,161,5369,1431412,16,22,People & Blogs,medium,low,medium,1
UCuIp3jTJcrZcjVYx_K7o59g,9270,205614,14323945,92,28,Science & Technology,high,low,high,1
UCuL4ibXKvbsz3zW0e_oJg5A,2525,71470,30733434,26,1,Film & Animation,high,low,medium,1
UCuMUN3-zn_cOOJbc70Qq73A,9163,28199,706004,86,28,Science & Technology,low,low,medium,1
UCuMp4MTWKrknT0Z3rL43-wQ,1228,42415,9651963,1102,24,Entertainment,medium,medium,medium,1
UCuN4A3GCUq5-0wJDSiJoxRQ,406912,4654079,523456836,237,26,Howto & Style,high,low,high,16
UCuNQa7xiL07wXIbpnY83VCw,-107,109996,22094752,1252,24,Entertainment,high,medium,high,2
UCuNtMz48_e5ZPA6yzS4-gvA,4025,94970,3061379,142,24,Entertainment,medium,low,medium,1
UCuPQ9MOGQ3S_BLjk22rM-Hg,3285,28886,3327236,55,10,Music,medium,low,medium,1
UCuQ78wrRHHjUwLfD8_nns_g,41,1635,229115,145,27,Education,high,low,medium,3
UCpBYD08GUkxGyVzq33WctMQ,57989,197202,61926224,1952,24,Entertainment,high,medium,high,8
UCpC1aMr626OJvuYhVbsYySg,186,2258,627586,562,26,Howto & Style,high,low,medium,30
UCpCbD6xa8f2gY5-gDiLJnAw,1465,24505,4406009,46,24,Entertainment,medium,low,medium,1
UCpD2Vy5pAW_KF3NsHPDE-6g,323,22100,7545824,117,24,Entertainment,medium,low,medium,2
