channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UC2xo5YSCRe67WkupC2s_VIQ,4699,55142,1361807,45,25,News & Politics,medium,low,medium,1
UC34FjvhD9_vnGCalcrLa7Ww,468,7244,2183450,18,24,Entertainment,medium,low,medium,1
UC35ItUz7dZWnzwYSuoPO4Dw,21284,170968,73014276,248,22,People & Blogs,high,low,high,31
UC37V4Y_0AbGucpW_uotqc2Q,10642,18654,393815,6,22,People & Blogs,low,low,medium,1
UC37ZFSEeMD8dRbOUFgGTBdw,12369,51810,10048233,151,24,Entertainment,high,low,medium,11
UC39ykzRlxyYexaOxqIyVPRQ,1818,14818,334524,111,27,Education,low,low,medium,5
UC3AxppRZ3aWINNGIfgI8mrg,243,3231,192053,224,28,Science & Technology,high,low,medium,1
UC3BE3woodgJx_g_cmpfyBeA,988,30480,4368483,62,23,Comedy,medium,low,medium,1
UC3BWJ-_e8fU0FPqrngcK9Aw,29016,284753,122945622,101,24,Entertainment,high,low,high,11
UC3B_Q1mNw1iuS8KkAZi_fUA,2113,22680,4597938,324,2,Autos & Vehicles,medium,low,medium,29
UC3C6_1ETXfE807LltDbKYxg,36840,330148,73041715,15687,22,People & Blogs,high,high,high,3
UC3DWgFEiiHPiIPEJ-v2pPZA,8352,80471,4033922,281,27,Education,medium,low,medium,1
UC3DdRlws4nQJPcZ5tayt8iQ,3401,33355,13612303,84,10,Music,high,low,medium,1
UC3EIT1VMZvCCBe_NZgXNv4A,9326,49857,1722611,100,22,People & Blogs,medium,low,medium,1
UC3Et46veo_T3V3n8vs8Y9oQ,9934,147993,6552356,58,26,Howto & Style,medium,low,high,3
UC3G9v7YHOQ-CgcL-iI38J2Q,13694,359474,14373279,143,28,Science & Technology,high,low,high,5
UC3H3M6_W0RTNr-i2sjvr_aA,38722,219353,18064536,1022,22,People & Blogs,high,medium,high,96
UC3IMTvdnR58l8xLWcLSXOUg,5675,45138,13103163,902,26,Howto & Style,high,low,medium,19
UC3IygxFYFrdd_YaZg3ILOlw,136958,165510,10142360,460,27,Education,high,low,high,1
UC3KxaSukx7aOKzllThbbqEg,473,5626,407138,156,25,News & Politics,low,low,medium,1
UC3L7VnXDKQrYeHAtQ5Df2tw,-1780,1827,166955,56,22,People & Blogs,high,low,medium,1
UC3LCgm7Gh-HQpi1UHL2SSeg,16507,341427,83090358,1732,24,Entertainment,high,medium,high,67
UC3LVg5ImVnfqGJEZmEuDJIg,134008,562162,144289692,400,10,Music,high,low,high,7
UC3MihvIqWw6gypMI33p8_Mw,37720,84579,11279414,36,10,Music,high,low,medium,1
UC3OuQHDTc6TcA0O_Hq83BMg,169,1902,144014,564,25,News & Politics,high,low,medium,3
UC3PpWXCDtWNdml5xhf-hISw,-90939,90939,11804431,133,1,Film & Animation,high,low,medium,5
UC3PsooDxvFG0aEBe4JVtAbg,1447,11493,392324,183,28,Science & Technology,low,low,medium,2
UC3R0U5m4xpiTn1WoXFZyn-g,94,3441,295735,238,22,People & Blogs,high,low,medium,4
UC3RZ-MW8e-cwWKF34KTVR7A,216,4266,1873473,23,10,Music,medium,low,medium,1
UC3SMcCGMCcX0wnkpevxokUA,19311,166528,34226206,662,10,Music,high,low,high,1
UC3U0dLDsDyMi-3l6q-WK7JQ,58906,233012,54721246,6741,24,Entertainment,high,medium,high,6
UC3UV8lFSEWC891haHAvN4Tw,10424,171342,7297933,13,27,Education,medium,low,high,1
UC3UWUA7FGnNPMXK9pXq9W_w,560,20577,2421536,32,22,People & Blogs,medium,low,medium,1
UC3VBTDYqrPTUNmXb1LU11cw,8480,58853,2448933,332,27,Education,medium,low,medium,19
UC3VVNZLJEAn-rBYO5vYb-cQ,36344,201952,19591514,189,26,Howto & Style,high,low,high,1
UC3VaucxQp62JJkzgE2MG1Ng,3643,132796,68990593,15,10,Music,high,low,high,1
UC3VgRgEl9oOsMZq_hgeEGFw,206,1636,1000552,55,10,Music,high,low,medium,1
UC3YNx_O_pHIwajfFUN2lZkg,4304,67662,3448673,194,22,People & Blogs,medium,low,medium,4
UC3YQGKlQgmnzdd3pL51Klqw,231,4384,2465864,931,19,Travel & Events,medium,low,medium,1
UC3ZVZqTDIxdGNET_iwighKQ,8910,244367,12461624,169,27,Education,high,low,high,4
UC3a4fI5cjd_cl4pz5Rj8mwg,32032,518387,182975630,298,24,Entertainment,high,low,high,9
UC3aeV5HOX3CMmgrTf8xculA,69,3854,409157,136,19,Travel & Events,high,low,medium,5
UC3ar28GS6o1p0m_wabfk2zw,453444,2176531,673708204,200,24,Entertainment,high,low,high,38
UC3d2YiNpQpQtol4BfbWwqvA,2759,18023,1361752,14,22,People & Blogs,medium,low,medium,1
UC3dtIIaZitTcWa6qU8VXOrA,14027,47339,2191696,68,19,Travel & Events,medium,low,medium,5
UC3dwIF9_mBWjUIyoNth4LwQ,26,2396,108203,25,27,Education,high,low,medium,1
UC3dzH7JgfIzm2na8QhIIscg,34948,83438,9028127,134,27,Education,medium,low,medium,6
UC3e-zfx_mYKu6n8oA_Sm6Ow,237,1432,81692,248,27,Education,high,low,medium,24
UC3fIcef7tlxqrG-PsvlzR8A,217,2582,955066,880,28,Science & Technology,high,low,medium,31
UC3gPdSNOn_vi0UV51iDP1uQ,59108,62318,7173027,68,20,Gaming,medium,low,medium,5
UC3hNf9tl-m8Kf7XvrxXdviA,29191,600353,59789391,676,28,Science & Technology,high,low,high,17
UC3ingNbF2mWgFdiXpBahhUA,3166,46946,4685459,838,27,Education,medium,low,medium,54
UC3jHdpT6G28hmoP83W1pNQg,31058,172914,31375417,17,10,Music,high,low,high,2
UC3jMepkLKF8y4iiwWmAB3RA,91264,592653,240755448,170,1,Film & Animation,high,low,high,21
UC3l4unANoKhx6KTEW6B9tHQ,242,2092,129444,35,27,Education,high,low,medium,7
UC3lsXusjBf8KS9Mv75VsFoQ,13075,43174,12169470,123,24,Entertainment,high,low,medium,13
UC3mMTXPmOZS89QtTbg7ckog,276159,1561303,307331024,186,10,Music,high,low,high,5
UC3nb6prEVxhD3MJZHKJbqNw,904,2729,99452,349,24,Entertainment,high,low,medium,49
UC3njZ48-FDxLleBYaP0SZIg,9761,91668,19662537,1766,25,News & Politics,high,medium,medium,64
UC3o1RTvivm5oGuuC7IrnoAA,53429,223227,9499119,116,22,People & Blogs,medium,low,high,2
UC3oSpL6PRlSktLiJ3Tjx7bg,100258,363159,36643239,50,1,Film & Animation,high,low,high,13
UC3pFVvw_HwykroUwLRdfRkg,36899,600967,384508487,4078,24,Entertainment,high,medium,high,25
UC3pQWE51lMiIGNBAIa_Mu0Q,3565,15663,449100,73,27,Education,low,low,medium,1
UC3peb43RaA_CobmztuCPdDA,1186,85775,11033098,491,26,Howto & Style,high,low,medium,1
UC3pqa_RQr_wZcmO_1Y3bHxg,2153,10819,2520241,72,10,Music,medium,low,medium,1
UC3qcbaVubHJrLZmnbL1fYtQ,4144,35797,11644641,991,24,Entertainment,high,low,medium,130
UC3qiN2e6haEIuCTurf1xDDg,2222,124046,6329511,364,27,Education,medium,low,high,1
UC3rJ-metA60fGg2ZKjiR0ww,5797,207312,47207989,637,26,Howto & Style,high,low,high,51
UC3rLjYHrQx6XWVgvepWRZYw,2234,24859,4483471,1326,10,Music,medium,medium,medium,1
UC3t12uYAbBtbPkuSRsb8W-A,10718,78844,2764905,101,1,Film & Animation,medium,low,medium,23
UC3tA2CYQJQm66EPc0vFiUaQ,10306,160471,27400025,894,26,Howto & Style,high,low,high,28
UC3twHQmLG2m4zXOfrRAKyEQ,41475,215230,47318382,3008,24,Entertainment,high,medium,high,70
UC3uCcTLlnsASAO9-_rGFslg,753,5885,668132,157,27,Education,low,low,medium,6
UC3uJIdRFTGgLWrUziaHbzrg,12982,140005,18912159,12343,25,News & Politics,high,high,high,4
UC3ukqSucjej3e05WAjH-rHg,307,1643,57245,157,28,Science & Technology,high,low,medium,4
UC3vXe4JwSB04Ic1i2sJUpRw,5021,12042,502043,280,27,Education,low,low,medium,7
UC3wJCFhm6BH-8D6YeP2ZHnw,3943,19917,1522779,284,1,Film & Animation,medium,low,medium,4
UC3woLhE59Ls-eD5iEq_twkw,8158,28079,3661458,205,25,News & Politics,medium,low,medium,11
UC3xwfuSDWRzuaKCgFTdFAsQ,21952,63155,3618319,279,20,Gaming,medium,low,medium,3
UC3zO4y9uGbYqxEVMyTjvGtw,272783,1865634,697901696,10180,24,Entertainment,high,high,high,57
UC3zVeAaoPEN1Tu25dW3G2Ig,824139,8883730,3412691819,8278,10,Music,high,medium,high,102
UC43Q-xcWLYxtvzu5t1TK7qg,23463,427022,34736331,693,26,Howto & Style,high,low,high,4
UC44BAqVzjo9EbbjjP5asWrw,17069,113968,20889196,944,27,Education,high,low,high,1
UC44fNd5nx01dTvF_u522PhQ,253945,1318211,124427888,55,10,Music,high,low,high,20
UC46rKS_Z_LPQbLIouWsuhLQ,948,8380,887867,1261,10,Music,low,medium,medium,1
UC46vj6mN-6kZm5RYWWqebsg,2402,6282,345979,307,27,Education,low,low,medium,27
UC47vZkUtlHyy9HjC2sXUd9Q,1778,30597,2660354,88,26,Howto & Style,medium,low,medium,10
UC48gBZWxELEjlPGefbjdH_g,25,30121,809929,88,23,Comedy,low,low,medium,4
UC48ltBdoaXYskO_BFKgZaqQ,67128,137892,39488359,174,20,Gaming,high,low,high,4
UC48ySy_UuX_62naW-IaiYCg,1204,27447,3100716,220,22,People & Blogs,medium,low,medium,6
UC4950gpY6Qw1lCAcN6gNWwQ,20891,336874,15366448,364,28,Science & Technology,high,low,high,11
UC49JfN3C3DLTrmQSYF1BcQA,19703,59156,4897533,42,24,Entertainment,medium,low,medium,2
UC4BKscjZjFNBOO2R-0tAGnw,147,6468,156181,41,22,People & Blogs,low,low,medium,14
UC4CGIi7HKBZ_lnCztNtPQ4w,197,18736,5617390,66,22,People & Blogs,medium,low,medium,3
UC4CNA-IWaoPkPAXmovSJbCQ,106420,769851,105507359,81,10,Music,high,low,high,14
UC4COsAXP3qfRw7t9cdkwI4g,1786,2506,184594,34,23,Comedy,high,low,medium,1
UC4CjwTv9EOgqb6dnah3bprQ,1105,10845,2078327,1134,22,People & Blogs,medium,medium,medium,2
UC4DgmEcW1EBM0sOeW2qHWvg,2339,31235,6528738,59,24,Entertainment,medium,low,medium,1
UC4GEj0NmWwXn_XTW43cVFfA,7650,87045,37768653,996,24,Entertainment,high,low,medium,16
UC4HJRBbw2-K6K3e-FBtT8cA,290,2155,214623,21,24,Entertainment,high,low,medium,1
UC4IGQyWk_orsb9sk3e2KTkw,4820,121266,70652788,548,27,Education,high,low,high,1
UC4I_Ktjo0rwbBVWFd4RYS5w,5233,51538,1464368,104,27,Education,medium,low,medium,1
UC4IddRbJndqMP8nAeFRasKw,6711,22981,7460475,51,24,Entertainment,medium,low,medium,4
UC4IgI83DvepBFbRlCkudxHg,26636,1120429,290933755,404,10,Music,high,low,high,10
UC4JS5fRfrUYzuKYs8DEfjCw,1780,11230,1035057,158,22,People & Blogs,medium,low,medium,4
UC4K3XTY4r92e1arwpEubq5w,0,122243,14334585,206,26,Howto & Style,high,low,high,38
UC4KGO1K3iboqEhjQOfo3VLA,312,17202,5941649,68,22,People & Blogs,medium,low,medium,1
UC4M9YKzuZkst92s2Qu7SkYQ,-7,2321,78912,72,28,Science & Technology,high,low,medium,1
UC4O9ZAOuDFVCqwNn9_DKEwQ,4061,3750,155996,26,24,Entertainment,high,low,medium,2
UC4OPXGhLI6seUqeYOaUABaw,547,7128,1303495,1055,25,News & Politics,medium,medium,medium,46
UC4PIHOo3fVk8EbBDj4j0wrg,19407,286253,132744586,1382,1,Film & Animation,high,medium,high,2
UC4PUE_7nOp8MATW0TpX9vFg,215,1688,360005,3,22,People & Blogs,high,low,medium,1
UC4PdY2VZPHwBltVqiHNvRcw,6918,284296,11711647,651,27,Education,high,low,high,1
UC4Pk-YjgQGwW5uQrMDMlnww,6483,220319,25100362,222,22,People & Blogs,high,low,high,1
UC4PrE6H2cxAqbO7u-NoTCMQ,577,5366,236564,8,22,People & Blogs,low,low,medium,2
UC4STuY1EHOT3x_HUx9rfO5A,19225,47359,5426501,1982,2,Autos & Vehicles,medium,medium,medium,3
UC4TQgWC6s1PoGe_xbyaR0aQ,13077,45010,7224761,860,10,Music,medium,low,medium,35
UC4VwX8poxwjjOWh9_aEqygw,24515,211053,109814979,732,24,Entertainment,high,low,high,1
UC4Y2ldUQeSXxwTfnWgzS4Jw,4719,51685,20578717,216,1,Film & Animation,high,low,medium,2
UC4YnpzriywcAdcbCtP_u3TA,247,2906,156878,271,27,Education,high,low,medium,1
UC4_jbXcLvc9YjLrRcNk15hQ,2738,15309,779159,34,22,People & Blogs,low,low,medium,1
UC4bLuI7HnhSq1w1DNpAmqYQ,1958,3800,154463,72,1,Film & Animation,high,low,medium,2
UC4cY28G3ShXgj3YBW6WFHOQ,-3877,3994,927409,100,10,Music,high,low,medium,3
UC4fezYOuq72uwvrGDXmVXIg,5804,52980,11535681,65,10,Music,high,low,medium,2
UC4iZlRxPgFljr3DZvaY48EQ,539,6787,2025061,41,19,Travel & Events,medium,low,medium,1
UC4kb_WyVsbttyqQPHz70N9Q,52062,521020,22620871,100,27,Education,high,low,high,5
UC4kvgKILc4BeO0V5_lZTk7g,7759,83410,8237611,201,22,People & Blogs,medium,low,medium,1
UC4lJ39xy4cCdmHZpe8cjpJw,1,6460,579759,36,24,Entertainment,low,low,medium,1
UC4o1UV8F6exr7V6GeKe6QGw,4093,86313,63607008,9367,24,Entertainment,high,medium,medium,1
UC4pLhHTgL-WUgH1GlEo6jmg,2935,28144,4567844,153,22,People & Blogs,medium,low,medium,1
UC4rTGtqGJLLxkffR-x4bVoQ,4415,22160,7839576,28,27,Education,medium,low,medium,3
UC4tbNNhjy5_-9A3glVeYKQw,1701,33084,2321512,344,22,People & Blogs,medium,low,medium,1
UC4tyTyB53ds-kY0Slmu2uZQ,163147,267952,45436258,101,10,Music,high,low,high,6
UC4urUJpHcA9LpeRQ1O2hdjw,1066,16755,3029985,592,22,People & Blogs,medium,low,medium,96
UC4x72FaJDdvEEDxOlirgHhQ,4897,18066,2289680,664,22,People & Blogs,medium,low,medium,67
UC4x99sJkvYvJiIJZSN5XupQ,716,29430,10239797,62,24,Entertainment,high,low,medium,8
UC4z8GhyIOpDEOF4b7josynA,24079,395826,84197937,1839,25,News & Politics,high,medium,high,68
UC50H30E_7WFyCXI0PUJVwTw,4007,2725,373346,12,22,People & Blogs,high,low,medium,1
UC50PUq-NO3Upw7XYsjwKQrA,1130,2557,342445,179,24,Entertainment,high,low,medium,4
UC50kNXM-nyQItJ8Uuu6HAug,6390,36361,4004025,158,25,News & Politics,medium,low,medium,1
UC51HWG4WyzAhfnsbfAZt8vw,256,6210,1360357,25,1,Film & Animation,medium,low,medium,1
UC54FS_YP3B6bJkQ9gwF0lBg,194857,1486427,535842792,1557,10,Music,high,medium,high,7
UC58q8hxU2l5C1WGMGFtxHvA,1847,45013,2166711,188,28,Science & Technology,medium,low,medium,2
UC5Bj2vJbnG1x_lfTqdDIJUg,590,3332,363021,350,27,Education,high,low,medium,1
UC5C7IVeIGQU05VV7SNARdGA,1451,14984,1393699,48,24,Entertainment,medium,low,medium,1
UC5CBaTeIu_GHy6JUmdY7m5w,1054,5370,188751,309,28,Science & Technology,low,low,medium,25
UC5CujdNq0KxVrcyFEkKddNQ,1700,51182,6193657,45,24,Entertainment,medium,low,medium,1
UC5E9H07LeCXiWSTebPS-wQw,404,14591,3176196,266,24,Entertainment,medium,low,medium,54
UC5F0AH8HEhaP7OPXfjDyTnA,9698,103570,7245096,138,22,People & Blogs,medium,low,high,1
UC5GMQupZd2WQH-QuvarGN3w,186,46452,19636378,383,24,Entertainment,high,low,medium,4
UC5J2lSWL0tnJ1UOZTtbwEPA,22018,352164,18194569,927,27,Education,high,low,high,2
UC5JKy99T3XR7ViJIh_wYXUw,5550,49066,1981522,138,27,Education,medium,low,medium,1
UC5K9LGQJ_DDrF2WK4Cplbrg,170,2864,126997,57,24,Entertainment,high,low,medium,3
UC5LiKHpnNXL0Rz-Wk9sNt6w,77572,1010655,57571082,389,22,People & Blogs,high,low,high,12
UC5MPPQk96fuIV-x7Ts34sSQ,13187,126218,19426187,620,22,People & Blogs,high,low,high,7
UC5Nlm5WKczsMugI9GS-QXCg,14,4990,7654,62,28,Science & Technology,low,low,medium,1
UC5NvJZ6ZSox1OXBkkkPAZvw,910,17682,7533480,149,28,Science & Technology,medium,low,medium,1
UC5OqnKoRxlt_Wc5lj4bhQYg,85,10753,1544208,71,26,Howto & Style,medium,low,medium,1
UC5PxlT-xbT-oLbY5sxasJNw,2467,33340,1639433,98,22,People & Blogs,medium,low,medium,1
UC5QOxgivpL-StHjEaEu92gg,10422,86956,29381292,668,24,Entertainment,high,low,medium,22
UC5SWbjaVCVYC5BqaypoTUCQ,2778,74420,23396913,133,10,Music,high,low,medium,1
UC5Sh-ClXrlNDrTW_KvDeGEA,15172,39322,1982777,41,19,Travel & Events,medium,low,medium,4
UC5SrHrvVaBcgEX_5wIjxk2g,2558,5506,622515,33,22,People & Blogs,low,low,medium,1
UC5TGRv2PYITsQwgFHATLh-A,146,2358,375389,79,28,Science & Technology,high,low,medium,1
UC5USYxCGzZDVfHT-GTTJMaw,6590,72264,7741791,1651,24,Entertainment,medium,medium,medium,59
UC5Va8SDMp-yviytKMh9YaNQ,23537,18970,1949492,281,24,Entertainment,medium,low,medium,12
UC5Wsx6murjwGfZnT4ytMacg,7884,63849,12121408,109,22,People & Blogs,high,low,medium,2
UC5XFxMo5aRmCpCW2PlS3ajw,20470,161579,81837491,151,24,Entertainment,high,low,high,1
UC5XiGRXqd34Llzq6d43O1dQ,602,29656,2039201,1240,27,Education,medium,medium,medium,58
UC5XyOA5IXkzYKHpdHL96qYQ,560,4291,255904,94,22,People & Blogs,low,low,medium,1
UC5aUvuzPxXb_0snMJ-YiaPw,921,3968,1467810,71,1,Film & Animation,high,low,medium,1
UC5bICWpkiBcE2H9ONCASsTw,2997,47965,3664496,476,28,Science & Technology,medium,low,medium,1
UC5buNLKXcDgKB5m4hxkzZRw,1506,3363,222454,477,27,Education,high,low,medium,6
UC5cycrwSh6csvzwKAOE1aJw,12469,168869,32485216,913,24,Entertainment,high,low,high,58
UC5f1esOsd5bBCr-roUTySaA,113,2345,99619,242,28,Science & Technology,high,low,medium,26
UC5fAn9HoeZTupQSh2eiJTxQ,7826,72138,4548658,373,27,Education,medium,low,medium,2
UC5fwOVtiT9GeMVRpMMjJQSw,-8,2837,223202,155,28,Science & Technology,high,low,medium,6
UC5g5cUprVl-NLORZ5UTg9jg,48,2965,648028,132,26,Howto & Style,high,low,medium,4
UC5gdAc32jYQP7CV1j443psg,489,19569,4994010,239,10,Music,medium,low,medium,1
UC5hLzFGZJSuQphFwvJanSKg,-74126,74443,26067322,470,24,Entertainment,high,low,medium,34
UC5heTJl9HNdi7iaaxT5FHxg,4405,156152,13429831,77,10,Music,high,low,high,4
UC5iZgkvc_6ZnpUQMeDeg1vw,16690,87540,19688392,12381,25,News & Politics,high,high,medium,242
UC5k547wdqKCX9QJcf4N4DCQ,171,3696,812297,137,22,People & Blogs,high,low,medium,1
UC5kV5n4YQ5-vAuaKTt3gO4Q,1114,20326,2299487,225,22,People & Blogs,medium,low,medium,2
UC5mTslNY6wdGK6rtuDrMbXA,430,2585,92022,31,27,Education,high,low,medium,1
UC5nUh9dZxMblgMu-1lg4qgQ,4730,25789,2908988,251,28,Science & Technology,medium,low,medium,2
UC5p2HB41JVstSICaaqOr_oA,10539,370885,21651384,521,28,Science & Technology,high,low,high,6
UC5pqJ-GYdQ76w1LQxh4degA,290,3818,2065772,1853,28,Science & Technology,high,medium,medium,33
UC5pwXDsgf-SXZ1mwLWssQCg,100531,253595,46858390,527,26,Howto & Style,high,low,high,4
UC5qG0BZ3O2ZBOBB0eRwo4zQ,8878,70149,12084067,54,22,People & Blogs,high,low,medium,1
UC5tteF03I96PaWVGFiNCoaw,12905,99566,7552430,61,10,Music,medium,low,medium,10
UC5xuCC_KKfuoHKkB4mPc48g,4283,9441,345299,21,10,Music,low,low,medium,1
UC6-DVqhCR6jSGFaIjBjS2xg,54410,1196840,204755423,153,27,Education,high,low,high,2
UC64PD0ciun_w1xlBWeTEA6Q,376,18877,904525,115,10,Music,low,low,medium,4
UC64cbNTxzxt5vnwhic7Qy_A,11727,50215,15537659,6,22,People & Blogs,high,low,medium,1
UC66JNEI1HMNakr2o9n0VQKw,1610,7331,232864,19,22,People & Blogs,low,low,medium,1
UC67srVq-kWVpZqQTfY1W80g,30422,475985,150687732,2016,24,Entertainment,high,medium,high,2
UC6939J_bcBk63mQoH-jp3dg,294,3452,162223,65,17,Sports,high,low,medium,1
UC6AtiCs6a8vnjmAchFDXiWw,837,11709,1514149,561,10,Music,medium,low,medium,2
UC6Bs-u5kSwGewjFeWZuYKXg,1086,12443,605165,239,22,People & Blogs,low,low,medium,3
UC6CBYr1bcpJVxXZqkv27kaw,2288,13081,1049875,376,27,Education,medium,low,medium,15
UC6D4eWRg8W6VsRtStuQlGTg,70402,1175363,97625527,1080,25,News & Politics,high,medium,high,2
UC6EphkfMdA1yOjbmyaLWxaw,83,2703,228497,27,22,People & Blogs,high,low,medium,2
UC6FBFtal8SriFERzP4NkudA,10596,133103,47922174,566,1,Film & Animation,high,low,high,1
UC6FvHUSDY5e_VVNVAYaNsAw,131692,701843,202069296,237,24,Entertainment,high,low,high,1
UC6GE2U-eSi4oNfb0vc7dv-Q,780,16400,1538670,819,20,Gaming,medium,low,medium,9
UC6H4L127LkJX0YkprLCg3ng,73588,206362,35571665,124,10,Music,high,low,high,1
UC6IJFR0fWCBGhQnMKZQ-01g,51635,327619,18176967,121,24,Entertainment,high,low,high,20
UC6Je1voEN-MMrZZdpHs3uNA,11109,146972,16561744,43,24,Entertainment,high,low,high,2
UC6K-imQw1GBPVAqNZovTGXA,4025,34188,5254076,5462,24,Entertainment,medium,medium,medium,1
UC6LEAzFWMi7KSe-h6aIhsEA,157,1542,127201,374,24,Entertainment,high,low,medium,32
UC6M9hobkI7SBRSSGP7LF6Ag,74841,1267587,147891878,236,26,Howto & Style,high,low,high,3
UC6QBFcYWLjP77fmzqzcKqfg,6434,33143,10540319,437,26,Howto & Style,high,low,medium,1
UC6QY7fmUS9STQTCxFZVkgOg,4555,68870,2064252,1047,27,Education,medium,medium,medium,7
UC6QdC5UpJBBnTuvhyhXHo-g,5251,16873,2882778,148,25,News & Politics,medium,low,medium,217
UC6QexT3DXF5HGbGc-6UC8XA,341,4184,705258,316,22,People & Blogs,low,low,medium,17
UC6R78Gz_wAagzN1thM3ZGhg,867,29214,962164,148,26,Howto & Style,low,low,medium,4
UC6RJ7-PaXg6TIH2BzZfTV7w,65640,950138,328457123,61314,25,News & Politics,high,high,high,7
UC6RZTaysR_qdIwikmY5jjdg,14875,46844,6397844,207,2,Autos & Vehicles,medium,low,medium,8
UC6T85gyXT_WqvsEYNUWTSJA,1275,43460,1971427,70,22,People & Blogs,medium,low,medium,3
UC6TpBD46iRhLAroEUj7Xo2w,2452,57629,18307547,468,19,Travel & Events,high,low,medium,8
UC6VhBnSDL4voqthmTwAlq-Q,686,21787,5068434,315,26,Howto & Style,medium,low,medium,21
UC6W4QkBDKjzTrCNG3pJYIKw,250,5894,2060120,128,10,Music,medium,low,medium,1
UC6WDxw1eBm-syXrmpDqDx0Q,15241,242780,18795597,24,24,Entertainment,high,low,high,1
UC6YFEEGwglWTqn9QP0vHvYg,1405,2568,105657,22,22,People & Blogs,high,low,medium,4
UC6YT1svx_Em-zM13X0Hlpiw,7734,44287,2436812,126,26,Howto & Style,medium,low,medium,7
UC6ZHE5tyB1T-psfT2RF0hYw,635,2883,226277,57,22,People & Blogs,high,low,medium,1
UC6_5N-R31DSsZ25fd60wrXg,922,9330,4640381,29,10,Music,medium,low,medium,1
UC6_8UOmuuY5AGHkBtqKN8XQ,129,1964,1502076,94,28,Science & Technology,high,low,medium,4
UC6_EAtTSF2yr8rgiYxz6agw,1411,36125,4517622,526,28,Science & Technology,medium,low,medium,22
UC6_lIgowOsIVVBi61Xjr-8w,290,2689,800685,63,10,Music,high,low,medium,6
UC6_sFwTd165yChcxIjFxD9w,99,1789,158245,129,27,Education,high,low,medium,2
UC6bPOXqY4tD0CTpOut3M90Q,2976,7110,266592,102,24,Entertainment,low,low,medium,2
UC6cjfhzBKgtBOeHpGo0c-Ag,16,1512,124710,84,20,Gaming,high,low,medium,1
UC6dgZpyp8u-mYDaCR6kcamg,24994,67341,4738583,28,19,Travel & Events,medium,low,medium,1
UC6dkRR8aeiBgIVZ_dmNJXfg,-2265,2330,97864,100,27,Education,high,low,medium,15
UC6e-3FE9atK4c147PwjGsOg,7127,36808,2340465,260,22,People & Blogs,medium,low,medium,80
UC6fQRz-1x4ZEIZt4WOlEy4w,35,5939,549821,99,26,Howto & Style,low,low,medium,1
UC6ft9D8HABHEpV08GJCHZgg,307,15934,867971,239,10,Music,low,low,medium,9
UC6fzNn_iN38ZG_CiDsmdAJg,195,6480,605807,55,28,Science & Technology,low,low,medium,3
UC6iDmZyhGtRiu7IZsvPqEKQ,21920,2145707,89202415,452,27,Education,high,low,high,1
UC6ickpgDIsltU_-8CbZaksQ,28677,290448,104638300,92983,25,News & Politics,high,high,high,262
UC6mkU9NLflY6L7-lj-WZ53A,491,10506,2574610,329,27,Education,medium,low,medium,3
UC6qgzBYbikNsuPjHxUQGtrQ,47352,1146580,129435920,5736,22,People & Blogs,high,medium,high,3
UC6qycQEHPUAjbL3hlOO0-oA,372115,1855619,280908464,62,1,Film & Animation,high,low,high,13
UC6rE8DCMFYDcxOlvYG3JtBw,53168,342464,22758460,90,17,Sports,high,low,high,2
UC6sbLB-voyY-t2_6ixEYAAw,1938,2388,7292,5,28,Science & Technology,medium,low,medium,3
UC6skOpWzyqC5AOTpg8V7Bow,120562,1891259,646261897,733,10,Music,high,low,high,6
UC6tAl2_5eBK-RCmrDUy_xrg,7052,143881,49406021,25036,25,News & Politics,high,high,high,15
UC6tfLibr1AWitWTiaA4SN1w,13103,232382,20575743,119,22,People & Blogs,high,low,high,2
UC6uNaKsnb-nVCBz6OOpTRIQ,163,4082,336718,103,28,Science & Technology,low,low,medium,10
UC6uokszY1eM0pm1gfpIi2cA,8221,49545,2813653,91,27,Education,medium,low,medium,1
UC6vboCYU06qEsxrV7mvyijQ,18555,226276,23798340,3541,27,Education,high,medium,high,228
UC6yAIInSYlCMTiBHBNbDSPA,11380,31925,8866661,110,24,Entertainment,medium,low,medium,1
UC6zQ1T5HH4h3wO4SxHqTqzA,118,15377,1169504,90,23,Comedy,medium,low,medium,2
UC6zWsCBJMfv-iGKLDuXQgNw,4400,26921,2997188,12,22,People & Blogs,medium,low,medium,1
UC725zLYPuJgKwVvRArUqvaw,509,3847,1372780,243,24,Entertainment,high,low,medium,12
UC72Z3Rem2e4m-XkOB2Amj0g,20546,260048,13818487,134,24,Entertainment,high,low,high,2
UC742OZv2u4ULvog2bRRsMMQ,1106,8742,378821,9,10,Music,low,low,medium,1
UC76Yc75RGWonijH02CIhPaw,415089,1626532,183603506,108,1,Film & Animation,high,low,high,1
UC77U-ugB8M1GbJvH20G8iVg,-6,13981,1188982,163,23,Comedy,medium,low,medium,5
UC77fKg52nMwAtjkjkoGW-PA,663,5374,562723,68,24,Entertainment,low,low,medium,1
UC78g_vd6blTqL3fer1ambUw,350759,1838295,1056413537,1588,1,Film & Animation,high,medium,high,4
UC78prduIEh-nuBvpTi3guIw,5611,2381,170683,33,22,People & Blogs,high,low,medium,1
UC7C8nHIk1qQkV2AYnLh8keg,1041,19302,1337657,273,28,Science & Technology,medium,low,medium,1
